GeneID	ExpectedReadCount	TPM
Gene00102	240	9.47
Gene00103	5	0.9
Gene00104	0	0
Gene00105	1	0.04
Gene00106	0	0
Gene00107	0	0
Gene00108	0	0
Gene00109	0	0
Gene00110	683	22.24
Gene00111	34	6.27
Gene00112	15	4.65
Gene00113	0	0
Gene00114	0	0
Gene00115	972	42.87
Gene00116	0	0
Gene00117	4.31	2.1
Gene00118	0	0
Gene00119	0	0
Gene00120	7	0.78
Gene00121	32.5	1.36
Gene00122	0	0
Gene00123	487	30.35
Gene00124	6.06	3.98
Gene00125	26	3.69
Gene00126	4	2.9
Gene00127	0	0
Gene00128	0	0
Gene00129	95	3.52
Gene00130	0	0
Gene00131	0	0
Gene00132	0	0
Gene00133	48	9.36
Gene00134	3	0.67
Gene00135	0	0
Gene00136	0	0
Gene00137	0	0
Gene00138	0	0
Gene00139	4.79	40.31
Gene00140	0	0
Gene00141	98.58	23.43
Gene00142	97.42	36.54
Gene00143	407	37.08
Gene00144	1	0.24
Gene00145	116.12	16.6
Gene00146	103.1	14.84
Gene00147	126	7
Gene00148	0	0
Gene00149	0	0
Gene00150	0	0
Gene00151	0	0
Gene00152	156	6.87
Gene00153	0	0
Gene00154	0	0
Gene00155	0	0
Gene00156	0	0
Gene00157	0	0
Gene00158	10	11.72
Gene00159	0	0
Gene00160	0	0
Gene00161	603	47
Gene00162	0	0
Gene00163	0	0
Gene00164	297	23.51
Gene00165	0	0
Gene00166	0	0
Gene00167	0	0
Gene00168	0	0
Gene00169	7	0.74
Gene00170	0	0
Gene00171	0	0
Gene00172	0	0
Gene00173	0	0
Gene00174	0	0
Gene00175	85	14.38
Gene00176	187	9.81
Gene00177	168	14.35
Gene00178	0	0
Gene00179	582	11.88
Gene00180	78	4.42
Gene00181	632	16.27
Gene00182	89	5.99
Gene00183	0	0
Gene00184	0	0
Gene00185	10	2.4
Gene00186	31	4.21
Gene00187	0	0
Gene00188	173	10.91
Gene00189	668	30.24
Gene00190	152	19.71
Gene00191	127	21.85
Gene00192	0	0
Gene00193	0	0
Gene00194	6	0.19
Gene00195	510	10.46
Gene00196	129	10.54
Gene00197	90	5.93
Gene00198	0	0
Gene00199	200	33.3
Gene00200	390	14.52
Gene00201	110	4.25
Gene00202	0	0
Gene00203	2107	182.24
Gene00204	268	20.97
Gene00205	0	0
Gene00206	0	0
Gene00207	0	0
Gene00208	124	6.95
Gene00209	0	0
Gene00210	0	0
Gene00211	0	0
Gene00212	0	0
Gene00213	0	0
Gene00214	0	0
Gene00215	71	18.36
Gene00216	0	0
Gene00217	53.25	2.36
Gene00218	0	0
Gene00219	2505	58.32
Gene00220	95.25	4.23
Gene00221	0	0
Gene00222	0	0
Gene00223	0	0
Gene00224	22	9.82
Gene00225	0	0
Gene00226	0	0
Gene00227	47	12.41
Gene00228	0	0
Gene00229	1	0.66
Gene00230	1	0.23
Gene00231	0	0
Gene00232	0	0
Gene00233	0	0
Gene00234	41	1.34
Gene00235	39	7.67
Gene00236	0	0
Gene00237	25	2.99
Gene00238	41	6.01
Gene00239	1	0.04
Gene00240	0	0
Gene00241	168	9.11
Gene00242	194	33.38
Gene00243	142	21.71
Gene00244	4.16	0.96
Gene00245	340	82.73
Gene00246	660	81.47
Gene00247	254	13.63
Gene00248	4	0.17
Gene00249	11.66	1.16
Gene00250	0.5	0.99
Gene00251	1	0.08
Gene00252	0	0
Gene00253	0	0
Gene00254	201	11.11
Gene00255	5	0.31
Gene00256	69	4.26
Gene00257	28	3.04
Gene00258	54	3.4
Gene00259	0	0
Gene00260	0	0
Gene00261	0	0
Gene00262	0	0
Gene00263	0	0
Gene00264	0	0
Gene00265	42.54	6.12
Gene00266	1.46	0.22
Gene00267	0	0
Gene00268	5	0.93
Gene00269	3.96	1.82
Gene00270	44.04	4.88
Gene00271	44.09	4.59
Gene00272	2	0.37
Gene00273	0	0
Gene00274	0	0
Gene00275	0	0
Gene00276	2.67	1.37
Gene00277	2.67	1.37
Gene00278	0	0
Gene00279	1.31	0.65
Gene00280	8.82	5.96
Gene00281	36.42	7.26
Gene00282	60.88	2.29
Gene00283	0	0
Gene00284	1	0.44
Gene00285	0	0
Gene00286	5.81	2.96
Gene00287	0	0
Gene00288	30	8.7
Gene00289	0	0
Gene00290	10.68	2.41
Gene00291	1.52	2.61
Gene00292	2	0.4
Gene00293	0	0
Gene00294	167.61	137.4
Gene00295	0	0
Gene00296	1030.63	235.92
Gene00297	0	0
Gene00298	13	1.21
Gene00299	0	0
Gene00300	0	0
Gene00301	11.6	1.88
Gene00302	0	0
Gene00303	0	0
Gene00304	0	0
Gene00305	0	0
Gene00306	0	0
Gene00307	0	0
Gene00308	0	0
Gene00309	1	0.06
Gene00310	0	0
Gene00311	31.03	5.17
Gene00312	22	21.17
Gene00313	4.98	0.72
Gene00314	0	0
Gene00315	0	0
Gene00316	3.45	6.15
Gene00317	0	0
Gene00318	0	0
Gene00319	0.49	0.06
Gene00320	13.39	0.95
Gene00321	10.89	1.47
Gene00322	0	0
Gene00323	0	0
Gene00324	1	1.21
Gene00325	54	10.83
Gene00326	33	6.73
Gene00327	0	0
Gene00328	137.21	6.75
Gene00329	10	2.91
Gene00330	6	3.46
Gene00331	36.5	5.38
Gene00332	0	0
Gene00333	0	0
Gene00334	13.94	2.47
Gene00335	0	0
Gene00336	0	0
Gene00337	5	0.85
Gene00338	8	0.34
Gene00339	23.31	2.95
Gene00340	0	0
Gene00341	0	0
Gene00342	10	10.44
Gene00343	18.9	5.75
Gene00344	0.52	0.56
Gene00345	96.74	4.21
Gene00346	0	0
Gene00347	0	0
Gene00348	0	0
Gene00349	0	0
Gene00350	0	0
Gene00351	0	0
Gene00352	1	2.98
Gene00353	0	0
Gene00354	0	0
Gene00355	0	0
Gene00356	16	2.74
Gene00357	22	5.57
Gene00358	6	1.63
Gene00359	16.11	7.66
Gene00360	2.89	4.19
Gene00361	0	0
Gene00362	0	0
Gene00363	0	0
Gene00364	123	2.4
Gene00365	120.9	7.4
Gene00366	0	0
Gene00367	0	0
Gene00368	184	32.95
Gene00369	1	0.09
Gene00370	0	0
Gene00371	304	33.32
Gene00372	17	6.45
Gene00373	25	19.15
Gene00374	152	6.02
Gene00375	4.84	1.59
Gene00376	9.16	2.07
Gene00377	7.15	1.6
Gene00378	16	1.87
Gene00379	22	12.26
Gene00380	605	46.57
Gene00381	3	0.58
Gene00382	0	0
Gene00383	2564	76.89
Gene00384	103	12.13
Gene00385	382	13.77
Gene00386	21	4.35
Gene00387	14	2.12
Gene00388	349	66.15
Gene00389	353	27.21
Gene00390	172.63	23.12
Gene00391	2.75	0.6
Gene00392	2.75	0.6
Gene00393	17	0.51
Gene00394	1	0.61
Gene00395	1	0.61
Gene00396	325	8.6
Gene00397	57	18.7
Gene00398	299	30.04
Gene00399	104	13.96
Gene00400	31	1.99
Gene00401	1.7	1.46
Gene00402	0	0
Gene00403	1.67	0.43
Gene00404	0	0
Gene00405	2	9.4
Gene00406	0	0
Gene00407	0	0
Gene00408	0	0
Gene00409	739	28.56
Gene00410	2880	137.99
Gene00411	14	10.16
Gene00412	38	2.22
Gene00413	0	0
Gene00414	54.84	2.38
Gene00415	4	0.87
Gene00416	11	1.81
Gene00417	18	7.41
Gene00418	47	12.05
Gene00419	1	13.62
Gene00420	300	22.36
Gene00421	1	1.23
Gene00422	223.69	9.62
Gene00423	357.31	8.9
Gene00424	1	0.11
Gene00425	8	0.44
Gene00426	0	0
Gene00427	105	7.9
Gene00428	0	0
Gene00429	66	17.73
Gene00430	82	8.38
Gene00431	4	0.27
Gene00432	5	2.38
Gene00433	837	17.4
Gene00434	273.15	18.5
Gene00435	0.78	0.23
Gene00436	69.07	12.44
Gene00437	0	0
Gene00438	4	0.79
Gene00439	0	0
Gene00440	148	15.8
Gene00441	0	0
Gene00442	560	29.07
Gene00443	16	0.78
Gene00444	201	11.39
Gene00445	0	0
Gene00446	23	3.65
Gene00447	39.26	4.14
Gene00448	0	0
Gene00449	80	27.1
Gene00450	526	20.33
Gene00451	6	1.14
Gene00452	52	4.84
Gene00453	0	0
Gene00454	41.4	4.51
Gene00455	52.6	6.95
Gene00456	9	2.38
Gene00457	161	12
Gene00458	93	27.48
Gene00459	0	0
Gene00460	0	0
Gene00461	0	0
Gene00462	0	0
Gene00463	0	0
Gene00464	0	0
Gene00465	87	10.36
Gene00466	73	16.77
Gene00467	66	20.07
Gene00468	0	0
Gene00469	379	27.42
Gene00470	0	0
Gene00471	0	0
Gene00472	3.54	0.74
Gene00473	50	8.78
Gene00474	0	0
Gene00475	30	25.48
Gene00476	352	63.22
Gene00477	106	27.75
Gene00478	64	2.88
Gene00479	0	0
Gene00480	408	13.88
Gene00481	0	0
Gene00482	55	3.49
Gene00483	167	42.47
Gene00484	53	10.23
Gene00485	16	4.8
Gene00486	74	13.45
Gene00487	0	0
Gene00488	0	0
Gene00489	0	0
Gene00490	8	0.78
Gene00491	403	62.06
Gene00492	107	10.65
Gene00493	18	1.4
Gene00494	0	0
Gene00495	7	3.93
Gene00496	2502.46	35.96
Gene00497	275	25.98
Gene00498	10	1.34
Gene00499	29	11.56
Gene00500	6	2.07
Gene00501	58	5.21
Gene00502	0	0
Gene00503	33	7.42
Gene00504	339	22.84
Gene00505	0	0
Gene00506	0	0
Gene00507	125	7.3
Gene00508	0	0
Gene00509	0	0
Gene00510	81	13.27
Gene00511	0	0
Gene00512	10	0.83
Gene00513	548	56.72
Gene00514	0	0
Gene00515	82	13.76
Gene00516	4	1.22
Gene00517	6	1.1
Gene00518	2	1.66
Gene00519	81	10.78
Gene00520	0	0
Gene00521	1	0.22
Gene00522	0	0
Gene00523	0	0
Gene00524	27	2.64
Gene00525	248	43.77
Gene00526	272	7.3
Gene00527	160.34	7.82
Gene00528	90.66	5.96
Gene00529	467	13.57
Gene00530	52	13.06
Gene00531	24.65	3.36
Gene00532	239.35	5.11
Gene00533	0	0
Gene00534	0	0
Gene00535	97	4.44
Gene00536	0	0
Gene00537	172	6.18
Gene00538	734	29.46
Gene00539	364	67.74
Gene00540	304	12.92
Gene00541	0	0
Gene00542	0	0
Gene00543	1	0.05
Gene00544	0	0
Gene00545	0	0
Gene00546	247	22.7
Gene00547	0	0
Gene00548	17	0.5
Gene00549	81	26.57
Gene00550	39	13.73
Gene00551	187	9.71
Gene00552	184	30.15
Gene00553	374	50.08
Gene00554	0	0
Gene00555	1	0.12
Gene00556	0	0
Gene00557	229.82	22.47
Gene00558	25	1.82
Gene00559	1049	47.49
Gene00560	1236	345.49
Gene00561	0	0
Gene00562	0	0
Gene00563	0	0
Gene00564	19	7.58
Gene00565	0	0
Gene00566	82	54.32
Gene00567	14	2.09
Gene00568	572	45.8
Gene00569	212	33.49
Gene00570	265	14.7
Gene00571	333.54	42.8
Gene00572	104	15.11
Gene00573	15	102.32
Gene00574	175	55.95
Gene00575	63	15.7
Gene00576	146	23.18
Gene00577	470	34.58
Gene00578	0	0
Gene00579	5	2.2
Gene00580	52	10.57
Gene00581	2157.02	64.87
Gene00582	207	10.04
Gene00583	0	0
Gene00584	0	0
Gene00585	443	27.52
Gene00586	0	0
Gene00587	0	0
Gene00588	1326	87.42
Gene00589	440	43.71
Gene00590	21	5.69
Gene00591	0	0
Gene00592	29	1.64
Gene00593	450	36.75
Gene00594	109	26.21
Gene00595	32	2.38
Gene00596	60.45	4.28
Gene00597	68.12	3.62
Gene00598	97	5.94
Gene00599	467	18.84
Gene00600	941	34.1
Gene00601	9	2.6
Gene00602	3	25.27
Gene00603	0	0
Gene00604	5	5.22
Gene00605	482	84.83
Gene00606	0	0
Gene00607	14	2.02
Gene00608	354	16.99
Gene00609	0	0
Gene00610	4	1.18
Gene00611	0	0
Gene00612	148	12.18
Gene00613	94	2.6
Gene00614	0	0
Gene00615	17	0.86
Gene00616	2	0.08
Gene00617	20	19.77
Gene00618	7	0.48
Gene00619	0	0
Gene00620	3	0.54
Gene00621	35	14.79
Gene00622	32	7.52
Gene00623	0	0
Gene00624	0	0
Gene00625	117	5.14
Gene00626	2	1.05
Gene00627	71	5.34
Gene00628	154	15.94
Gene00629	813	156.99
Gene00630	0	0
Gene00631	39	4.84
Gene00632	61	55.76
Gene00633	53	34.11
Gene00634	29	9.82
Gene00635	65	30.26
Gene00636	0	0
Gene00637	50	1.92
Gene00638	180	6.63
Gene00639	72	22.44
Gene00640	0	0
Gene00641	1	0.06
Gene00642	37	5.44
Gene00643	47	6.86
Gene00644	26	2.97
Gene00645	0	0
Gene00646	32	5.46
Gene00647	393	114.49
Gene00648	0	0
Gene00649	136	23.6
Gene00650	407	10.26
Gene00651	255	9.11
Gene00652	0	0
Gene00653	43.71	1.45
Gene00654	10	0.34
Gene00655	558	65.97
Gene00656	23.03	1.44
Gene00657	12.08	0.4
Gene00658	5.88	0.6
Gene00659	1.85	0.21
Gene00660	10	5.44
Gene00661	41	3.42
Gene00662	6	2.52
Gene00663	0	0
Gene00664	18	19.6
Gene00665	145	20.07
Gene00666	80	14.12
Gene00667	17	4.22
Gene00668	490	38.19
Gene00669	77	7.22
Gene00670	0	0
Gene00671	367.69	28.02
Gene00672	131	22.17
Gene00673	80	20.77
Gene00674	0	0
Gene00675	205	14.39
Gene00676	4	0.63
Gene00677	35	7.38
Gene00678	57	5.48
Gene00679	0	0
Gene00680	0	0
Gene00681	6	5.77
Gene00682	0	0
Gene00683	107	12.97
Gene00684	32	26.54
Gene00685	41	3.39
Gene00686	0	0
Gene00687	251	17.4
Gene00688	111.02	13.41
Gene00689	735	13.21
Gene00690	336	32.74
Gene00691	1	0.09
Gene00692	457	67.51
Gene00693	1	0.27
Gene00694	0	0
Gene00695	92	13.18
Gene00696	0	0
Gene00697	55	14.59
Gene00698	362	57.47
Gene00699	0	0
Gene00700	0	0
Gene00701	39	3.51
Gene00702	132	9.45
Gene00703	0	0
Gene00704	10	22.07
Gene00705	0	0
Gene00706	344	17.59
Gene00707	7	0.83
Gene00708	111	10.68
Gene00709	43	2.85
Gene00710	5206	194.84
Gene00711	109	11.7
Gene00712	125	21.27
Gene00713	595	93.03
Gene00714	21	30.43
Gene00715	0	0
Gene00716	1070	85.57
Gene00717	0	0
Gene00718	2	0.22
Gene00719	0	0
Gene00720	6	1.51
Gene00721	104	13.43
Gene00722	31	22.5
Gene00723	0	0
Gene00724	37	5.89
Gene00725	102	27.52
Gene00726	21.66	3.07
Gene00727	1.81	0.89
Gene00728	0	0
Gene00729	626	49.55
Gene00730	0	0
Gene00731	219.27	11.02
Gene00732	71	4.95
Gene00733	17.35	4.43
Gene00734	724	48.09
Gene00735	208	6.72
Gene00736	0	0
Gene00737	273	34.18
Gene00738	61	8.35
Gene00739	23	6.37
Gene00740	118	20.65
Gene00741	10	65.53
Gene00742	0	0
Gene00743	0	0
Gene00744	80	9.14
Gene00745	0	0
Gene00746	547	17.54
Gene00747	2107	61.5
Gene00748	848	1228.87
Gene00749	0	0
Gene00750	38	3.99
Gene00751	142	11.77
Gene00752	38	5.38
Gene00753	44	3.78
Gene00754	144	4.92
Gene00755	96	36.01
Gene00756	94	8.87
Gene00757	447	17.73
Gene00758	35	2.62
Gene00759	117	54.47
Gene00760	0	0
Gene00761	8.55	13.82
Gene00762	12.45	5.4
Gene00763	7	1.08
Gene00764	0	0
Gene00765	0	0
Gene00766	0	0
Gene00767	0	0
Gene00768	256.77	15.44
Gene00769	2	0.12
Gene00770	1	0.08
Gene00771	283	32.28
Gene00772	0	0
Gene00773	122	23.12
Gene00774	1	0.28
Gene00775	0	0
Gene00776	0	0
Gene00777	0	0
Gene00778	739	31.77
Gene00779	108	7.98
Gene00780	387	41.17
Gene00781	23	11.54
Gene00782	238	9.38
Gene00783	501	43.45
Gene00784	3	4.94
Gene00785	20	3.99
Gene00786	6	5.04
Gene00787	397	34
Gene00788	83	11.34
Gene00789	141	13.7
Gene00790	10	2.48
Gene00791	0	0
Gene00792	365	25.37
Gene00793	0	0
Gene00794	53	18.15
Gene00795	64	30.46
Gene00796	0	0
Gene00797	28	6.73
Gene00798	59	1.41
Gene00799	0	0
Gene00800	3414	336.41
Gene00801	5	0.91
Gene00802	1263	101.14
Gene00803	414	107.94
Gene00804	173	12.71
Gene00805	130	12.75
Gene00806	7	0.57
Gene00807	19	4.32
Gene00808	4	0.17
Gene00809	0	0
Gene00810	83	8.18
Gene00811	34	5.25
Gene00812	506	230.58
Gene00813	0	0
Gene00814	0	0
Gene00815	1	0.06
Gene00816	20	6.81
Gene00817	0	0
Gene00818	7	0.36
Gene00819	4	0.87
Gene00820	11	1.87
Gene00821	6	0.28
Gene00822	64.6	10.18
Gene00823	5.4	2.93
Gene00824	4.07	0.28
Gene00825	4.82	0.45
Gene00826	64	17.89
Gene00827	192	50.27
Gene00828	3	0.19
Gene00829	46	11.75
Gene00830	0	0
Gene00831	173	18.15
Gene00832	0	0
Gene00833	16	9.23
Gene00834	3	1
Gene00835	0	0
Gene00836	376	35.35
Gene00837	9	0.92
Gene00838	8	0.97
Gene00839	0	0
Gene00840	1105	39.6
Gene00841	10	1.37
Gene00842	1222	25.65
Gene00843	0	0
Gene00844	0	0
Gene00845	47	8.67
Gene00846	73	9.73
Gene00847	114	10.12
Gene00848	306	11.29
Gene00849	1	0.07
Gene00850	0	0
Gene00851	93	15.78
Gene00852	38	2.34
Gene00853	760.86	166.75
Gene00854	1392.14	330.92
Gene00855	4462.23	272.57
Gene00856	760.77	90.46
Gene00857	46	12.52
Gene00858	2	5.95
Gene00859	2	9.73
Gene00860	2	3.42
Gene00861	228	16.69
Gene00862	0	0
Gene00863	440	31.54
Gene00864	117	11.37
Gene00865	221	22.65
Gene00866	473.88	53.95
Gene00867	1	0.03
Gene00868	0	0
Gene00869	20	3.92
Gene00870	75	11.3
Gene00871	136	14.15
Gene00872	156	10.81
Gene00873	81	17.5
Gene00874	0	0
Gene00875	0	0
Gene00876	11	2.54
Gene00877	249	75.72
Gene00878	248	38.19
Gene00879	51	3.15
Gene00880	0	0
Gene00881	699	27.25
Gene00882	206	11.52
Gene00883	0	0
Gene00884	563	28.18
Gene00885	138	25.76
Gene00886	5	0.23
Gene00887	435	47.93
Gene00888	1765	93.68
Gene00889	704	35.73
Gene00890	0	0
Gene00891	6	0.47
Gene00892	47	45.23
Gene00893	286	14.65
Gene00894	120	13.51
Gene00895	0	0
Gene00896	68	49.36
Gene00897	9	3.1
Gene00898	7	0.5
Gene00899	31	0.79
Gene00900	0	0
Gene00901	0	0
Gene00902	336	22.96
Gene00903	85	7.62
Gene00904	11	13.94
Gene00905	116	6.81
Gene00906	0	0
Gene00907	0	0
Gene00908	43	14.18
Gene00909	0	0
Gene00910	0	0
Gene00911	3	3.36
Gene00912	14656	663.49
Gene00913	426.75	11.55
Gene00914	22.25	3.77
Gene00915	150	22.1
Gene00916	14	2.12
Gene00917	0	0
Gene00918	153	17.92
Gene00919	17	4.36
Gene00920	4	15.46
Gene00921	8	0.92
Gene00922	779	111.85
Gene00923	2	0.35
Gene00924	1	25.64
Gene00925	186	8.31
Gene00926	7	1.65
Gene00927	17	3.37
Gene00928	6576	1202.03
Gene00929	11	4.87
Gene00930	73	11.21
Gene00931	12	0.83
Gene00932	7	1.08
Gene00933	0	0
Gene00934	301	23.46
Gene00935	65	9.16
Gene00936	0	0
Gene00937	10	2.47
Gene00938	1	0.1
Gene00939	20	1.38
Gene00940	41	1.93
Gene00941	207	33.29
Gene00942	1	0.17
Gene00943	45	2.58
Gene00944	3	0.85
Gene00945	1	1.19
Gene00946	360	13.51
Gene00947	67	13.4
Gene00948	462	20.54
Gene00949	20	3.12
Gene00950	9	0.71
Gene00951	0	0
Gene00952	12	1.3
Gene00953	11.5	1.9
Gene00954	11.5	1.9
Gene00955	0	0
Gene00956	0	0
Gene00957	92	4.71
Gene00958	595.85	26.05
Gene00959	93	13.61
Gene00960	4	7.9
Gene00961	397	24.37
Gene00962	298	14.94
Gene00963	27	2.7
Gene00964	1	0.04
Gene00965	0	0
Gene00966	1	0.39
Gene00967	17	6.19
Gene00968	1047	439.53
Gene00969	90	29.37
Gene00970	62	13.88
Gene00971	3	0.12
Gene00972	16	2.53
Gene00973	319	32.74
Gene00974	0	0
Gene00975	8	3.09
Gene00976	306	42.64
Gene00977	11	1.58
Gene00978	11	2.1
Gene00979	8	0.22
Gene00980	138	26.4
Gene00981	6	5.93
Gene00982	0	0
Gene00983	12	3.96
Gene00984	306	87.91
Gene00985	207	14.48
Gene00986	17	1.45
Gene00987	0	0
Gene00988	0	0
Gene00989	1412.98	3689.68
Gene00990	11	1.32
Gene00991	93	41.49
Gene00992	32	6.18
Gene00993	164	8.5
Gene00994	53	2.37
Gene00995	333	25.19
Gene00996	320	63.38
Gene00997	26	5.3
Gene00998	1.18	0.05
Gene00999	1	0.42
Gene01000	129	11.24
Gene01001	28	7.97
Gene01002	130	9.6
Gene01003	159	11.88
Gene01004	6.65	2.05
Gene01005	22.35	2.75
Gene01006	171	27.65
Gene01007	23	1.01
Gene01008	7	44.1
Gene01009	42	6.28
Gene01010	0	0
Gene01011	3	0.21
Gene01012	68	35.77
Gene01013	5	3.75
Gene01014	12	0.47
Gene01015	1	1.38
Gene01016	0	0
Gene01017	32	1.05
Gene01018	6	0.23
Gene01019	106	8.98
Gene01020	32	2.2
Gene01021	0	0
Gene01022	247.92	10.83
Gene01023	189	9.13
Gene01024	0	0
Gene01025	0	0
Gene01026	77.05	4.64
Gene01027	1.32	0.91
Gene01028	0	0
Gene01029	0	0
Gene01030	162	10.06
Gene01031	159	15.44
Gene01032	0	0
Gene01033	75	30.29
Gene01034	0	0
Gene01035	48.78	1.94
Gene01036	2.96	0.6
Gene01037	57	6.57
Gene01038	122	9.55
Gene01039	25	1.49
Gene01040	368	19.27
Gene01041	1	0.05
Gene01042	224	19.65
Gene01043	13	0.48
Gene01044	21	16.09
Gene01045	135	13.77
Gene01046	11	2.99
Gene01047	18	6.87
Gene01048	211.63	82.31
Gene01049	104	21.28
Gene01050	23	4.6
Gene01051	1	0.36
Gene01052	7	5.42
Gene01053	10	9.38
Gene01054	636	64.21
Gene01055	9	3.93
Gene01056	1	2.06
Gene01057	0	0
Gene01058	109	8.19
Gene01059	43	11.91
Gene01060	0	0
Gene01061	0	0
Gene01062	27	2.35
Gene01063	80	13.11
Gene01064	736	69.52
Gene01065	236	19.25
Gene01066	23	15.54
Gene01067	4	2.87
Gene01068	0	0
Gene01069	136	13.73
Gene01070	1	4.87
Gene01071	0	0
Gene01072	139	13.99
Gene01073	116	24.81
Gene01074	130.93	17.23
Gene01075	92.07	21.72
Gene01076	15	4.01
Gene01077	24	1.28
Gene01078	48	1.6
Gene01079	39	28.31
Gene01080	0	0
Gene01081	0	0
Gene01082	431	42.67
Gene01083	107	10.08
Gene01084	1	0.06
Gene01085	274	28.51
Gene01086	1612	55.29
Gene01087	577	93.78
Gene01088	0	0
Gene01089	17	2.59
Gene01090	212	11.8
Gene01091	0	0
Gene01092	580	23.51
Gene01093	0	0
Gene01094	13	7.43
Gene01095	0	0
Gene01096	0	0
Gene01097	0	0
Gene01098	0	0
Gene01099	226	20.41
Gene01100	2	0.14
Gene01101	8	2.93
Gene01102	0	0
Gene01103	193.07	28.66
Gene01104	0	0
Gene01105	211	22.41
Gene01106	0	0
Gene01107	48	1.77
Gene01108	241	44.45
Gene01109	179	21.16
Gene01110	0	0
Gene01111	349	26.05
Gene01112	140.87	16.78
Gene01113	12	3.03
Gene01114	63	17
Gene01115	22	1.05
Gene01116	194.04	17.52
Gene01117	0	0
Gene01118	104	8.37
Gene01119	225	12.08
Gene01120	292	13.06
Gene01121	10	1.32
Gene01122	3	0.68
Gene01123	576	18.13
Gene01124	126	20.64
Gene01125	268	12.93
Gene01126	0	0
Gene01127	88	6.71
Gene01128	83	3.9
Gene01129	0	0
Gene01130	145	59.69
Gene01131	0	0
Gene01132	0	0
Gene01133	0	0
Gene01134	8	8.01
Gene01135	25	7.25
Gene01136	0	0
Gene01137	3	0.13
Gene01138	40	15.56
Gene01139	204	37.07
Gene01140	841	480.9
Gene01141	91	4.1
Gene01142	1422	58.37
Gene01143	797	166.4
Gene01144	27	33.68
Gene01145	0	0
Gene01146	13	1.21
Gene01147	280	18.07
Gene01148	624	40.07
Gene01149	17	3.14
Gene01150	266	28.69
Gene01151	30	6.02
Gene01152	0	0
Gene01153	0	0
Gene01154	769	46.42
Gene01155	13	1.74
Gene01156	32	15.01
Gene01157	133	7.13
Gene01158	1111	76.95
Gene01159	160	5.8
Gene01160	60	5.54
Gene01161	0	0
Gene01162	0	0
Gene01163	0	0
Gene01164	1	0.14
Gene01165	36	6.56
Gene01166	15	3.29
Gene01167	167	11.57
Gene01168	18	0.9
Gene01169	160	10.08
Gene01170	56	5.63
Gene01171	34	4.35
Gene01172	0	0
Gene01173	11	0.94
Gene01174	6	7.48
Gene01175	160	37.46
Gene01176	0	0
Gene01177	31	11.04
Gene01178	237	37.43
Gene01179	141	7.02
Gene01180	0	0
Gene01181	0	0
Gene01182	237	16.27
Gene01183	1	0.24
Gene01184	39	8.23
Gene01185	0	0
Gene01186	92	8.18
Gene01187	24	3.48
Gene01188	120	20.82
Gene01189	272	9.37
Gene01190	43	14.41
Gene01191	271	26.49
Gene01192	1846	123.28
Gene01193	382	57.53
Gene01194	18	0.88
Gene01195	84	16.69
Gene01196	18	2.12
Gene01197	43	3.39
Gene01198	41.72	2.04
Gene01199	23	3.08
Gene01200	1	7.41
Gene01201	28	6.36
